gongli,xingqi,year,month,day,nianzhu,shuxiang,yuezhu,rizhu,nianming
1993/2/10,星期三,1993,正月,十九,癸酉,鸡,甲寅,壬戌,剑锋金
1993/2/11,星期四,1993,正月,二十,癸酉,鸡,甲寅,癸亥,剑锋金
1993/2/12,星期五,1993,正月,廿一,癸酉,鸡,甲寅,甲子,剑锋金
1993/2/13,星期六,1993,正月,廿二,癸酉,鸡,甲寅,乙丑,剑锋金
1993/2/14,星期日,1993,正月,廿三,癸酉,鸡,甲寅,丙寅,剑锋金
1993/2/15,星期一,1993,正月,廿四,癸酉,鸡,甲寅,丁卯,剑锋金
1993/2/16,星期二,1993,正月,廿五,癸酉,鸡,甲寅,戊辰,剑锋金
1993/2/17,星期三,1993,正月,廿六,癸酉,鸡,甲寅,己巳,剑锋金
1993/2/18,星期四,1993,正月,廿七,癸酉,鸡,甲寅,庚午,剑锋金
1993/2/19,星期五,1993,正月,廿八,癸酉,鸡,甲寅,辛未,剑锋金
1993/2/20,星期六,1993,正月,廿九,癸酉,鸡,甲寅,壬申,剑锋金
1993/2/21,星期日,1993,二月,初一,癸酉,鸡,甲寅,癸酉,剑锋金
1993/2/22,星期一,1993,二月,初二,癸酉,鸡,甲寅,甲戌,剑锋金
1993/2/23,星期二,1993,二月,初三,癸酉,鸡,甲寅,乙亥,剑锋金
1993/2/24,星期三,1993,二月,初四,癸酉,鸡,甲寅,丙子,剑锋金
1993/2/25,星期四,1993,二月,初五,癸酉,鸡,甲寅,丁丑,剑锋金
1993/2/26,星期五,1993,二月,初六,癸酉,鸡,甲寅,戊寅,剑锋金
1993/2/27,星期六,1993,二月,初七,癸酉,鸡,甲寅,己卯,剑锋金
1993/2/28,星期日,1993,二月,初八,癸酉,鸡,甲寅,庚辰,剑锋金
1993/3/1,星期一,1993,二月,初九,癸酉,鸡,甲寅,辛巳,剑锋金
1993/3/2,星期二,1993,二月,初十 ,癸酉,鸡,甲寅,壬午,剑锋金
1993/3/3,星期三,1993,二月,十一,癸酉,鸡,甲寅,癸未,剑锋金
1993/3/4,星期四,1993,二月,十二,癸酉,鸡,甲寅,甲申,剑锋金
1993/3/5,星期五,1993,二月,十三,癸酉,鸡,乙卯,乙酉,剑锋金
1993/3/6,星期六,1993,二月,十四,癸酉,鸡,乙卯,丙戌,剑锋金
1993/3/7,星期日,1993,二月,十五,癸酉,鸡,乙卯,丁亥,剑锋金
1993/3/8,星期一,1993,二月,十六,癸酉,鸡,乙卯,戊子,剑锋金
1993/3/9,星期二,1993,二月,十七,癸酉,鸡,乙卯,己丑,剑锋金
1993/3/10,星期三,1993,二月,十八,癸酉,鸡,乙卯,庚寅,剑锋金
1993/3/11,星期四,1993,二月,十九,癸酉,鸡,乙卯,辛卯,剑锋金
1993/3/12,星期五,1993,二月,二十,癸酉,鸡,乙卯,壬辰,剑锋金
1993/3/13,星期六,1993,二月,廿一,癸酉,鸡,乙卯,癸巳,剑锋金
1993/3/14,星期日,1993,二月,廿二,癸酉,鸡,乙卯,甲午,剑锋金
1993/3/15,星期一,1993,二月,廿三,癸酉,鸡,乙卯,乙未,剑锋金
1993/3/16,星期二,1993,二月,廿四,癸酉,鸡,乙卯,丙申,剑锋金
1993/3/17,星期三,1993,二月,廿五,癸酉,鸡,乙卯,丁酉,剑锋金
1993/3/18,星期四,1993,二月,廿六,癸酉,鸡,乙卯,戊戌,剑锋金
1993/3/19,星期五,1993,二月,廿七,癸酉,鸡,乙卯,己亥,剑锋金
1993/3/20,星期六,1993,二月,廿八,癸酉,鸡,乙卯,庚子,剑锋金
1993/3/21,星期日,1993,二月,廿九,癸酉,鸡,乙卯,辛丑,剑锋金
1993/3/22,星期一,1993,二月,三十,癸酉,鸡,乙卯,壬寅,剑锋金
1993/3/23,星期二,1993,三月,初一,癸酉,鸡,乙卯,癸卯,剑锋金
1993/3/24,星期三,1993,三月,初二,癸酉,鸡,乙卯,甲辰,剑锋金
1993/3/25,星期四,1993,三月,初三,癸酉,鸡,乙卯,乙巳,剑锋金
1993/3/26,星期五,1993,三月,初四,癸酉,鸡,乙卯,丙午,剑锋金
1993/3/27,星期六,1993,三月,初五,癸酉,鸡,乙卯,丁未,剑锋金
1993/3/28,星期日,1993,三月,初六,癸酉,鸡,乙卯,戊申,剑锋金
1993/3/29,星期一,1993,三月,初七,癸酉,鸡,乙卯,己酉,剑锋金
1993/3/30,星期二,1993,三月,初八,癸酉,鸡,乙卯,庚戌,剑锋金
1993/3/31,星期三,1993,三月,初九,癸酉,鸡,乙卯,辛亥,剑锋金
1993/4/1,星期四,1993,三月,初十 ,癸酉,鸡,乙卯,壬子,剑锋金
1993/4/2,星期五,1993,三月,十一,癸酉,鸡,乙卯,癸丑,剑锋金
1993/4/3,星期六,1993,三月,十二,癸酉,鸡,乙卯,甲寅,剑锋金
1993/4/4,星期日,1993,三月,十三,癸酉,鸡,乙卯,乙卯,剑锋金
1993/4/5,星期一,1993,三月,十四,癸酉,鸡,丙辰,丙辰,剑锋金
1993/4/6,星期二,1993,三月,十五,癸酉,鸡,丙辰,丁巳,剑锋金
1993/4/7,星期三,1993,三月,十六,癸酉,鸡,丙辰,戊午,剑锋金
1993/4/8,星期四,1993,三月,十七,癸酉,鸡,丙辰,己未,剑锋金
1993/4/9,星期五,1993,三月,十八,癸酉,鸡,丙辰,庚申,剑锋金
1993/4/10,星期六,1993,三月,十九,癸酉,鸡,丙辰,辛酉,剑锋金
1993/4/11,星期日,1993,三月,二十,癸酉,鸡,丙辰,壬戌,剑锋金
1993/4/12,星期一,1993,三月,廿一,癸酉,鸡,丙辰,癸亥,剑锋金
1993/4/13,星期二,1993,三月,廿二,癸酉,鸡,丙辰,甲子,剑锋金
1993/4/14,星期三,1993,三月,廿三,癸酉,鸡,丙辰,乙丑,剑锋金
1993/4/15,星期四,1993,三月,廿四,癸酉,鸡,丙辰,丙寅,剑锋金
1993/4/16,星期五,1993,三月,廿五,癸酉,鸡,丙辰,丁卯,剑锋金
1993/4/17,星期六,1993,三月,廿六,癸酉,鸡,丙辰,戊辰,剑锋金
1993/4/18,星期日,1993,三月,廿七,癸酉,鸡,丙辰,己巳,剑锋金
1993/4/19,星期一,1993,三月,廿八,癸酉,鸡,丙辰,庚午,剑锋金
1993/4/20,星期二,1993,三月,廿九,癸酉,鸡,丙辰,辛未,剑锋金
1993/4/21,星期三,1993,三月,三十,癸酉,鸡,丙辰,壬申,剑锋金
1993/4/22,星期四,1993,闰三月,初一,癸酉,鸡,丙辰,癸酉,剑锋金
1993/4/23,星期五,1993,闰三月,初二,癸酉,鸡,丙辰,甲戌,剑锋金
1993/4/24,星期六,1993,闰三月,初三,癸酉,鸡,丙辰,乙亥,剑锋金
1993/4/25,星期日,1993,闰三月,初四,癸酉,鸡,丙辰,丙子,剑锋金
1993/4/26,星期一,1993,闰三月,初五,癸酉,鸡,丙辰,丁丑,剑锋金
1993/4/27,星期二,1993,闰三月,初六,癸酉,鸡,丙辰,戊寅,剑锋金
1993/4/28,星期三,1993,闰三月,初七,癸酉,鸡,丙辰,己卯,剑锋金
1993/4/29,星期四,1993,闰三月,初八,癸酉,鸡,丙辰,庚辰,剑锋金
1993/4/30,星期五,1993,闰三月,初九,癸酉,鸡,丙辰,辛巳,剑锋金
1993/5/1,星期六,1993,闰三月,初十 ,癸酉,鸡,丙辰,壬午,剑锋金
1993/5/2,星期日,1993,闰三月,十一,癸酉,鸡,丙辰,癸未,剑锋金
1993/5/3,星期一,1993,闰三月,十二,癸酉,鸡,丙辰,甲申,剑锋金
1993/5/4,星期二,1993,闰三月,十三,癸酉,鸡,丙辰,乙酉,剑锋金
1993/5/5,星期三,1993,闰三月,十四,癸酉,鸡,丁巳,丙戌,剑锋金
1993/5/6,星期四,1993,闰三月,十五,癸酉,鸡,丁巳,丁亥,剑锋金
1993/5/7,星期五,1993,闰三月,十六,癸酉,鸡,丁巳,戊子,剑锋金
1993/5/8,星期六,1993,闰三月,十七,癸酉,鸡,丁巳,己丑,剑锋金
1993/5/9,星期日,1993,闰三月,十八,癸酉,鸡,丁巳,庚寅,剑锋金
1993/5/10,星期一,1993,闰三月,十九,癸酉,鸡,丁巳,辛卯,剑锋金
1993/5/11,星期二,1993,闰三月,二十,癸酉,鸡,丁巳,壬辰,剑锋金
1993/5/12,星期三,1993,闰三月,廿一,癸酉,鸡,丁巳,癸巳,剑锋金
1993/5/13,星期四,1993,闰三月,廿二,癸酉,鸡,丁巳,甲午,剑锋金
1993/5/14,星期五,1993,闰三月,廿三,癸酉,鸡,丁巳,乙未,剑锋金
1993/5/15,星期六,1993,闰三月,廿四,癸酉,鸡,丁巳,丙申,剑锋金
1993/5/16,星期日,1993,闰三月,廿五,癸酉,鸡,丁巳,丁酉,剑锋金
1993/5/17,星期一,1993,闰三月,廿六,癸酉,鸡,丁巳,戊戌,剑锋金
1993/5/18,星期二,1993,闰三月,廿七,癸酉,鸡,丁巳,己亥,剑锋金
1993/5/19,星期三,1993,闰三月,廿八,癸酉,鸡,丁巳,庚子,剑锋金
1993/5/20,星期四,1993,闰三月,廿九,癸酉,鸡,丁巳,辛丑,剑锋金
1993/5/21,星期五,1993,四月,初一,癸酉,鸡,丁巳,壬寅,剑锋金
1993/5/22,星期六,1993,四月,初二,癸酉,鸡,丁巳,癸卯,剑锋金
1993/5/23,星期日,1993,四月,初三,癸酉,鸡,丁巳,甲辰,剑锋金
1993/5/24,星期一,1993,四月,初四,癸酉,鸡,丁巳,乙巳,剑锋金
1993/5/25,星期二,1993,四月,初五,癸酉,鸡,丁巳,丙午,剑锋金
1993/5/26,星期三,1993,四月,初六,癸酉,鸡,丁巳,丁未,剑锋金
1993/5/27,星期四,1993,四月,初七,癸酉,鸡,丁巳,戊申,剑锋金
1993/5/28,星期五,1993,四月,初八,癸酉,鸡,丁巳,己酉,剑锋金
1993/5/29,星期六,1993,四月,初九,癸酉,鸡,丁巳,庚戌,剑锋金
1993/5/30,星期日,1993,四月,初十 ,癸酉,鸡,丁巳,辛亥,剑锋金
1993/5/31,星期一,1993,四月,十一,癸酉,鸡,丁巳,壬子,剑锋金
1993/6/1,星期二,1993,四月,十二,癸酉,鸡,丁巳,癸丑,剑锋金
1993/6/2,星期三,1993,四月,十三,癸酉,鸡,丁巳,甲寅,剑锋金
1993/6/3,星期四,1993,四月,十四,癸酉,鸡,丁巳,乙卯,剑锋金
1993/6/4,星期五,1993,四月,十五,癸酉,鸡,丁巳,丙辰,剑锋金
1993/6/5,星期六,1993,四月,十六,癸酉,鸡,丁巳,丁巳,剑锋金
1993/6/6,星期日,1993,四月,十七,癸酉,鸡,戊午,戊午,剑锋金
1993/6/7,星期一,1993,四月,十八,癸酉,鸡,戊午,己未,剑锋金
1993/6/8,星期二,1993,四月,十九,癸酉,鸡,戊午,庚申,剑锋金
1993/6/9,星期三,1993,四月,二十,癸酉,鸡,戊午,辛酉,剑锋金
1993/6/10,星期四,1993,四月,廿一,癸酉,鸡,戊午,壬戌,剑锋金
1993/6/11,星期五,1993,四月,廿二,癸酉,鸡,戊午,癸亥,剑锋金
1993/6/12,星期六,1993,四月,廿三,癸酉,鸡,戊午,甲子,剑锋金
1993/6/13,星期日,1993,四月,廿四,癸酉,鸡,戊午,乙丑,剑锋金
1993/6/14,星期一,1993,四月,廿五,癸酉,鸡,戊午,丙寅,剑锋金
1993/6/15,星期二,1993,四月,廿六,癸酉,鸡,戊午,丁卯,剑锋金
1993/6/16,星期三,1993,四月,廿七,癸酉,鸡,戊午,戊辰,剑锋金
1993/6/17,星期四,1993,四月,廿八,癸酉,鸡,戊午,己巳,剑锋金
1993/6/18,星期五,1993,四月,廿九,癸酉,鸡,戊午,庚午,剑锋金
1993/6/19,星期六,1993,四月,三十,癸酉,鸡,戊午,辛未,剑锋金
1993/6/20,星期日,1993,五月,初一,癸酉,鸡,戊午,壬申,剑锋金
1993/6/21,星期一,1993,五月,初二,癸酉,鸡,戊午,癸酉,剑锋金
1993/6/22,星期二,1993,五月,初三,癸酉,鸡,戊午,甲戌,剑锋金
1993/6/23,星期三,1993,五月,初四,癸酉,鸡,戊午,乙亥,剑锋金
1993/6/24,星期四,1993,五月,初五,癸酉,鸡,戊午,丙子,剑锋金
1993/6/25,星期五,1993,五月,初六,癸酉,鸡,戊午,丁丑,剑锋金
1993/6/26,星期六,1993,五月,初七,癸酉,鸡,戊午,戊寅,剑锋金
1993/6/27,星期日,1993,五月,初八,癸酉,鸡,戊午,己卯,剑锋金
1993/6/28,星期一,1993,五月,初九,癸酉,鸡,戊午,庚辰,剑锋金
1993/6/29,星期二,1993,五月,初十 ,癸酉,鸡,戊午,辛巳,剑锋金
1993/6/30,星期三,1993,五月,十一,癸酉,鸡,戊午,壬午,剑锋金
1993/7/1,星期四,1993,五月,十二,癸酉,鸡,戊午,癸未,剑锋金
1993/7/2,星期五,1993,五月,十三,癸酉,鸡,戊午,甲申,剑锋金
1993/7/3,星期六,1993,五月,十四,癸酉,鸡,戊午,乙酉,剑锋金
1993/7/4,星期日,1993,五月,十五,癸酉,鸡,戊午,丙戌,剑锋金
1993/7/5,星期一,1993,五月,十六,癸酉,鸡,戊午,丁亥,剑锋金
1993/7/6,星期二,1993,五月,十七,癸酉,鸡,戊午,戊子,剑锋金
1993/7/7,星期三,1993,五月,十八,癸酉,鸡,己未,己丑,剑锋金
1993/7/8,星期四,1993,五月,十九,癸酉,鸡,己未,庚寅,剑锋金
1993/7/9,星期五,1993,五月,二十,癸酉,鸡,己未,辛卯,剑锋金
1993/7/10,星期六,1993,五月,廿一,癸酉,鸡,己未,壬辰,剑锋金
1993/7/11,星期日,1993,五月,廿二,癸酉,鸡,己未,癸巳,剑锋金
1993/7/12,星期一,1993,五月,廿三,癸酉,鸡,己未,甲午,剑锋金
1993/7/13,星期二,1993,五月,廿四,癸酉,鸡,己未,乙未,剑锋金
1993/7/14,星期三,1993,五月,廿五,癸酉,鸡,己未,丙申,剑锋金
1993/7/15,星期四,1993,五月,廿六,癸酉,鸡,己未,丁酉,剑锋金
1993/7/16,星期五,1993,五月,廿七,癸酉,鸡,己未,戊戌,剑锋金
1993/7/17,星期六,1993,五月,廿八,癸酉,鸡,己未,己亥,剑锋金
1993/7/18,星期日,1993,五月,廿九,癸酉,鸡,己未,庚子,剑锋金
1993/7/19,星期一,1993,六月,初一,癸酉,鸡,己未,辛丑,剑锋金
1993/7/20,星期二,1993,六月,初二,癸酉,鸡,己未,壬寅,剑锋金
1993/7/21,星期三,1993,六月,初三,癸酉,鸡,己未,癸卯,剑锋金
1993/7/22,星期四,1993,六月,初四,癸酉,鸡,己未,甲辰,剑锋金
1993/7/23,星期五,1993,六月,初五,癸酉,鸡,己未,乙巳,剑锋金
1993/7/24,星期六,1993,六月,初六,癸酉,鸡,己未,丙午,剑锋金
1993/7/25,星期日,1993,六月,初七,癸酉,鸡,己未,丁未,剑锋金
1993/7/26,星期一,1993,六月,初八,癸酉,鸡,己未,戊申,剑锋金
1993/7/27,星期二,1993,六月,初九,癸酉,鸡,己未,己酉,剑锋金
1993/7/28,星期三,1993,六月,初十 ,癸酉,鸡,己未,庚戌,剑锋金
1993/7/29,星期四,1993,六月,十一,癸酉,鸡,己未,辛亥,剑锋金
1993/7/30,星期五,1993,六月,十二,癸酉,鸡,己未,壬子,剑锋金
1993/7/31,星期六,1993,六月,十三,癸酉,鸡,己未,癸丑,剑锋金
1993/8/1,星期日,1993,六月,十四,癸酉,鸡,己未,甲寅,剑锋金
1993/8/2,星期一,1993,六月,十五,癸酉,鸡,己未,乙卯,剑锋金
1993/8/3,星期二,1993,六月,十六,癸酉,鸡,己未,丙辰,剑锋金
1993/8/4,星期三,1993,六月,十七,癸酉,鸡,己未,丁巳,剑锋金
1993/8/5,星期四,1993,六月,十八,癸酉,鸡,己未,戊午,剑锋金
1993/8/6,星期五,1993,六月,十九,癸酉,鸡,己未,己未,剑锋金
1993/8/7,星期六,1993,六月,二十,癸酉,鸡,庚申,庚申,剑锋金
1993/8/8,星期日,1993,六月,廿一,癸酉,鸡,庚申,辛酉,剑锋金
1993/8/9,星期一,1993,六月,廿二,癸酉,鸡,庚申,壬戌,剑锋金
1993/8/10,星期二,1993,六月,廿三,癸酉,鸡,庚申,癸亥,剑锋金
1993/8/11,星期三,1993,六月,廿四,癸酉,鸡,庚申,甲子,剑锋金
1993/8/12,星期四,1993,六月,廿五,癸酉,鸡,庚申,乙丑,剑锋金
1993/8/13,星期五,1993,六月,廿六,癸酉,鸡,庚申,丙寅,剑锋金
1993/8/14,星期六,1993,六月,廿七,癸酉,鸡,庚申,丁卯,剑锋金
1993/8/15,星期日,1993,六月,廿八,癸酉,鸡,庚申,戊辰,剑锋金
1993/8/16,星期一,1993,六月,廿九,癸酉,鸡,庚申,己巳,剑锋金
1993/8/17,星期二,1993,六月,三十,癸酉,鸡,庚申,庚午,剑锋金
1993/8/18,星期三,1993,七月,初一,癸酉,鸡,庚申,辛未,剑锋金
1993/8/19,星期四,1993,七月,初二,癸酉,鸡,庚申,壬申,剑锋金
1993/8/20,星期五,1993,七月,初三,癸酉,鸡,庚申,癸酉,剑锋金
1993/8/21,星期六,1993,七月,初四,癸酉,鸡,庚申,甲戌,剑锋金
1993/8/22,星期日,1993,七月,初五,癸酉,鸡,庚申,乙亥,剑锋金
1993/8/23,星期一,1993,七月,初六,癸酉,鸡,庚申,丙子,剑锋金
1993/8/24,星期二,1993,七月,初七,癸酉,鸡,庚申,丁丑,剑锋金
1993/8/25,星期三,1993,七月,初八,癸酉,鸡,庚申,戊寅,剑锋金
1993/8/26,星期四,1993,七月,初九,癸酉,鸡,庚申,己卯,剑锋金
1993/8/27,星期五,1993,七月,初十 ,癸酉,鸡,庚申,庚辰,剑锋金
1993/8/28,星期六,1993,七月,十一,癸酉,鸡,庚申,辛巳,剑锋金
1993/8/29,星期日,1993,七月,十二,癸酉,鸡,庚申,壬午,剑锋金
1993/8/30,星期一,1993,七月,十三,癸酉,鸡,庚申,癸未,剑锋金
1993/8/31,星期二,1993,七月,十四,癸酉,鸡,庚申,甲申,剑锋金
1993/9/1,星期三,1993,七月,十五,癸酉,鸡,庚申,乙酉,剑锋金
1993/9/2,星期四,1993,七月,十六,癸酉,鸡,庚申,丙戌,剑锋金
1993/9/3,星期五,1993,七月,十七,癸酉,鸡,庚申,丁亥,剑锋金
1993/9/4,星期六,1993,七月,十八,癸酉,鸡,庚申,戊子,剑锋金
1993/9/5,星期日,1993,七月,十九,癸酉,鸡,庚申,己丑,剑锋金
1993/9/6,星期一,1993,七月,二十,癸酉,鸡,庚申,庚寅,剑锋金
1993/9/7,星期二,1993,七月,廿一,癸酉,鸡,辛酉,辛卯,剑锋金
1993/9/8,星期三,1993,七月,廿二,癸酉,鸡,辛酉,壬辰,剑锋金
1993/9/9,星期四,1993,七月,廿三,癸酉,鸡,辛酉,癸巳,剑锋金
1993/9/10,星期五,1993,七月,廿四,癸酉,鸡,辛酉,甲午,剑锋金
1993/9/11,星期六,1993,七月,廿五,癸酉,鸡,辛酉,乙未,剑锋金
1993/9/12,星期日,1993,七月,廿六,癸酉,鸡,辛酉,丙申,剑锋金
1993/9/13,星期一,1993,七月,廿七,癸酉,鸡,辛酉,丁酉,剑锋金
1993/9/14,星期二,1993,七月,廿八,癸酉,鸡,辛酉,戊戌,剑锋金
1993/9/15,星期三,1993,七月,廿九,癸酉,鸡,辛酉,己亥,剑锋金
1993/9/16,星期四,1993,八月,初一,癸酉,鸡,辛酉,庚子,剑锋金
1993/9/17,星期五,1993,八月,初二,癸酉,鸡,辛酉,辛丑,剑锋金
1993/9/18,星期六,1993,八月,初三,癸酉,鸡,辛酉,壬寅,剑锋金
1993/9/19,星期日,1993,八月,初四,癸酉,鸡,辛酉,癸卯,剑锋金
1993/9/20,星期一,1993,八月,初五,癸酉,鸡,辛酉,甲辰,剑锋金
1993/9/21,星期二,1993,八月,初六,癸酉,鸡,辛酉,乙巳,剑锋金
1993/9/22,星期三,1993,八月,初七,癸酉,鸡,辛酉,丙午,剑锋金
1993/9/23,星期四,1993,八月,初八,癸酉,鸡,辛酉,丁未,剑锋金
1993/9/24,星期五,1993,八月,初九,癸酉,鸡,辛酉,戊申,剑锋金
1993/9/25,星期六,1993,八月,初十 ,癸酉,鸡,辛酉,己酉,剑锋金
1993/9/26,星期日,1993,八月,十一,癸酉,鸡,辛酉,庚戌,剑锋金
1993/9/27,星期一,1993,八月,十二,癸酉,鸡,辛酉,辛亥,剑锋金
1993/9/28,星期二,1993,八月,十三,癸酉,鸡,辛酉,壬子,剑锋金
1993/9/29,星期三,1993,八月,十四,癸酉,鸡,辛酉,癸丑,剑锋金
1993/9/30,星期四,1993,八月,十五,癸酉,鸡,辛酉,甲寅,剑锋金
1993/10/1,星期五,1993,八月,十六,癸酉,鸡,辛酉,乙卯,剑锋金
1993/10/2,星期六,1993,八月,十七,癸酉,鸡,辛酉,丙辰,剑锋金
1993/10/3,星期日,1993,八月,十八,癸酉,鸡,辛酉,丁巳,剑锋金
1993/10/4,星期一,1993,八月,十九,癸酉,鸡,辛酉,戊午,剑锋金
1993/10/5,星期二,1993,八月,二十,癸酉,鸡,辛酉,己未,剑锋金
1993/10/6,星期三,1993,八月,廿一,癸酉,鸡,辛酉,庚申,剑锋金
1993/10/7,星期四,1993,八月,廿二,癸酉,鸡,辛酉,辛酉,剑锋金
1993/10/8,星期五,1993,八月,廿三,癸酉,鸡,壬戌,壬戌,剑锋金
1993/10/9,星期六,1993,八月,廿四,癸酉,鸡,壬戌,癸亥,剑锋金
1993/10/10,星期日,1993,八月,廿五,癸酉,鸡,壬戌,甲子,剑锋金
1993/10/11,星期一,1993,八月,廿六,癸酉,鸡,壬戌,乙丑,剑锋金
1993/10/12,星期二,1993,八月,廿七,癸酉,鸡,壬戌,丙寅,剑锋金
1993/10/13,星期三,1993,八月,廿八,癸酉,鸡,壬戌,丁卯,剑锋金
1993/10/14,星期四,1993,八月,廿九,癸酉,鸡,壬戌,戊辰,剑锋金
1993/10/15,星期五,1993,九月,初一,癸酉,鸡,壬戌,己巳,剑锋金
1993/10/16,星期六,1993,九月,初二,癸酉,鸡,壬戌,庚午,剑锋金
1993/10/17,星期日,1993,九月,初三,癸酉,鸡,壬戌,辛未,剑锋金
1993/10/18,星期一,1993,九月,初四,癸酉,鸡,壬戌,壬申,剑锋金
1993/10/19,星期二,1993,九月,初五,癸酉,鸡,壬戌,癸酉,剑锋金
1993/10/20,星期三,1993,九月,初六,癸酉,鸡,壬戌,甲戌,剑锋金
1993/10/21,星期四,1993,九月,初七,癸酉,鸡,壬戌,乙亥,剑锋金
1993/10/22,星期五,1993,九月,初八,癸酉,鸡,壬戌,丙子,剑锋金
1993/10/23,星期六,1993,九月,初九,癸酉,鸡,壬戌,丁丑,剑锋金
1993/10/24,星期日,1993,九月,初十 ,癸酉,鸡,壬戌,戊寅,剑锋金
1993/10/25,星期一,1993,九月,十一,癸酉,鸡,壬戌,己卯,剑锋金
1993/10/26,星期二,1993,九月,十二,癸酉,鸡,壬戌,庚辰,剑锋金
1993/10/27,星期三,1993,九月,十三,癸酉,鸡,壬戌,辛巳,剑锋金
1993/10/28,星期四,1993,九月,十四,癸酉,鸡,壬戌,壬午,剑锋金
1993/10/29,星期五,1993,九月,十五,癸酉,鸡,壬戌,癸未,剑锋金
1993/10/30,星期六,1993,九月,十六,癸酉,鸡,壬戌,甲申,剑锋金
1993/10/31,星期日,1993,九月,十七,癸酉,鸡,壬戌,乙酉,剑锋金
1993/11/1,星期一,1993,九月,十八,癸酉,鸡,壬戌,丙戌,剑锋金
1993/11/2,星期二,1993,九月,十九,癸酉,鸡,壬戌,丁亥,剑锋金
1993/11/3,星期三,1993,九月,二十,癸酉,鸡,壬戌,戊子,剑锋金
1993/11/4,星期四,1993,九月,廿一,癸酉,鸡,壬戌,己丑,剑锋金
1993/11/5,星期五,1993,九月,廿二,癸酉,鸡,壬戌,庚寅,剑锋金
1993/11/6,星期六,1993,九月,廿三,癸酉,鸡,壬戌,辛卯,剑锋金
1993/11/7,星期日,1993,九月,廿四,癸酉,鸡,癸亥,壬辰,剑锋金
1993/11/8,星期一,1993,九月,廿五,癸酉,鸡,癸亥,癸巳,剑锋金
1993/11/9,星期二,1993,九月,廿六,癸酉,鸡,癸亥,甲午,剑锋金
1993/11/10,星期三,1993,九月,廿七,癸酉,鸡,癸亥,乙未,剑锋金
1993/11/11,星期四,1993,九月,廿八,癸酉,鸡,癸亥,丙申,剑锋金
1993/11/12,星期五,1993,九月,廿九,癸酉,鸡,癸亥,丁酉,剑锋金
1993/11/13,星期六,1993,九月,三十,癸酉,鸡,癸亥,戊戌,剑锋金
1993/11/14,星期日,1993,十月,初一,癸酉,鸡,癸亥,己亥,剑锋金
1993/11/15,星期一,1993,十月,初二,癸酉,鸡,癸亥,庚子,剑锋金
1993/11/16,星期二,1993,十月,初三,癸酉,鸡,癸亥,辛丑,剑锋金
1993/11/17,星期三,1993,十月,初四,癸酉,鸡,癸亥,壬寅,剑锋金
1993/11/18,星期四,1993,十月,初五,癸酉,鸡,癸亥,癸卯,剑锋金
